
Host: asax029.asc.edu

Timers On : Tue Dec  3 15:12:11 2024
Timers Off: Tue Dec  3 15:12:36 2024

Wall Time:       24.96 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
trans_ints                          :     58.617u     16.317s     46.642w      1 calls
| Trans (OV|OV)                     :     58.533u     16.033s     46.342w      1 calls
| Sort chem -> phys                 :      0.050u      0.183s      0.130w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.050u      0.183s      0.130w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.061w      1 calls
| Build Denominators                :      0.033u      0.100s      0.081w      1 calls
T2(1)                               :      0.233u      1.383s      1.042w      1 calls
MP2 Energy                          :      0.083u      0.317s      0.288w      1 calls

**************************************************************************************

Host: asax030.asc.edu

Timers On : Wed Dec  4 13:41:27 2024
Timers Off: Wed Dec  4 13:41:32 2024

Wall Time:        4.57 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      0.667u      0.017s      0.407w      2 calls
Libint2ERI::Libint2ERI              :      0.117u      0.017s      0.052w      6 calls
HF: Form core H                     :      0.000u      0.000s      0.022w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.002w      2 calls
HF: Guess                           :      0.300u      0.000s      0.046w      2 calls
SAD Guess                           :      0.283u      0.000s      0.045w      2 calls
HF: Form G                          :      0.133u      0.000s      0.025w     18 calls
JK: D                               :      0.000u      0.000s      0.000w     18 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     18 calls
JK: JK                              :      0.133u      0.000s      0.024w     18 calls
PK computes JK                      :      0.133u      0.000s      0.024w     18 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      1.683u      0.067s      0.327w     16 calls
HF: Form C                          :      0.150u      0.000s      0.011w     16 calls
trans_ints                          :      1.250u      0.067s      0.227w      1 calls
Trans (OV|OV)                       :      1.217u      0.067s      0.218w      1 calls
Sort chem -> phys                   :      0.000u      0.000s      0.001w      1 calls
Sort (OV|OV) -> <OO|VV>             :      0.000u      0.000s      0.001w      1 calls
Trans OEI                           :      0.000u      0.000s      0.000w      1 calls
Build Denominators                  :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.100u      0.000s      0.019w      1 calls
MP2 Energy                          :      0.083u      0.000s      0.017w      1 calls

--------------------------------------------------------------------------------------
Total PK formation time             :      0.667u      0.017s      0.407w      2 calls
| Libint2ERI::Libint2ERI            :      0.033u      0.000s      0.036w      4 calls
HF: Form core H                     :      0.000u      0.000s      0.022w      2 calls
HF: Form S/X                        :      0.017u      0.000s      0.002w      2 calls
HF: Guess                           :      0.300u      0.000s      0.046w      2 calls
| SAD Guess                         :      0.283u      0.000s      0.045w      2 calls
HF: Form G                          :      0.133u      0.000s      0.025w     18 calls
| JK: D                             :      0.000u      0.000s      0.000w     18 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     18 calls
| JK: JK                            :      0.133u      0.000s      0.024w     18 calls
| | PK computes JK                  :      0.133u      0.000s      0.024w     18 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     18 calls
HF: Form F                          :      0.000u      0.000s      0.000w     18 calls
HF: Form D                          :      0.000u      0.000s      0.000w     18 calls
HF: DIIS                            :      1.683u      0.067s      0.327w     16 calls
HF: Form C                          :      0.150u      0.000s      0.011w     16 calls
Libint2ERI::Libint2ERI              :      0.083u      0.017s      0.016w      2 calls
trans_ints                          :      1.250u      0.067s      0.227w      1 calls
| Trans (OV|OV)                     :      1.217u      0.067s      0.218w      1 calls
| Sort chem -> phys                 :      0.000u      0.000s      0.001w      1 calls
| | Sort (OV|OV) -> <OO|VV>         :      0.000u      0.000s      0.001w      1 calls
| Trans OEI                         :      0.000u      0.000s      0.000w      1 calls
| Build Denominators                :      0.000u      0.000s      0.000w      1 calls
T2(1)                               :      0.100u      0.000s      0.019w      1 calls
MP2 Energy                          :      0.083u      0.000s      0.017w      1 calls

**************************************************************************************

Host: asax030.asc.edu

Timers On : Wed Dec  4 13:41:32 2024
Timers Off: Wed Dec  4 13:41:42 2024

Wall Time:       10.43 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Total PK formation time             :      2.167u      0.050s      1.328w      2 calls
Libint2ERI::Libint2ERI              :      0.183u      0.017s      0.069w      6 calls
HF: Form core H                     :      0.017u      0.017s      0.044w      2 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w      2 calls
